ville;code_postal;latitude;longitude;department_name;region
authume;39100;47.125097086;5.5077556990000005;jura;bourgogne-franche-comté
baresia sur l ain;39130;46.542556338;5.702967812;jura;bourgogne-franche-comté
bersaillin;39800;46.857207383;5.595263907;jura;bourgogne-franche-comté
bief du fourg;39250;46.820307882;6.116823945;jura;bourgogne-franche-comté
bletterans;39140;46.73099818;5.426692489;jura;bourgogne-franche-comté
boissia;39130;46.580398304;5.721268625;jura;bourgogne-franche-comté
brainans;39800;46.874338822;5.627977286;jura;bourgogne-franche-comté
cernans;39110;46.93402991;5.938916487;jura;bourgogne-franche-comté
cesancey;39570;46.622738688;5.493457369;jura;bourgogne-franche-comté
chamblay;39380;46.990400377;5.703642578;jura;bourgogne-franche-comté
champagney;39290;47.260097181;5.5044443;jura;bourgogne-franche-comté
champagnole;39300;46.744975968;5.8983600670000005;jura;bourgogne-franche-comté
champdivers;39500;47.007794972;5.390195236;jura;bourgogne-franche-comté
champrougier;39230;46.87911614;5.512528995;jura;bourgogne-franche-comté
la chassagne;39230;46.868024219;5.4550856880000005;jura;bourgogne-franche-comté
chatel de joux;39130;46.52980412;5.809442391;jura;bourgogne-franche-comté
la chaumusse;39150;46.600726273;5.943755309;jura;bourgogne-franche-comté
chaux des crotenay;39150;46.66328688;5.957121204;jura;bourgogne-franche-comté
nanchez;39150;46.500781245;5.861824827;jura;bourgogne-franche-comté
st hymetiere sur valouse;39240;46.347931605;5.5673489830000005;jura;bourgogne-franche-comté
st hymetiere sur valouse;39240;46.347931605;5.5673489830000005;jura;bourgogne-franche-comté
st hymetiere sur valouse;39240;46.347931605;5.5673489830000005;jura;bourgogne-franche-comté
chevreaux;39190;46.499559331;5.43244807;jura;bourgogne-franche-comté
chevrotaine;39130;46.652848582;5.860571474;jura;bourgogne-franche-comté
choux;39370;46.30173613;5.770142336;jura;bourgogne-franche-comté
courbette;39570;46.598515602;5.569052397;jura;bourgogne-franche-comté
crans;39300;46.695251604;5.982330751;jura;bourgogne-franche-comté
cressia;39270;46.526997962;5.483738782;jura;bourgogne-franche-comté
darbonnay;39230;46.825255392;5.60789332;jura;bourgogne-franche-comté
desnes;39140;46.767768879;5.468146705;jura;bourgogne-franche-comté
domblans;39230;46.769387126;5.587256626;jura;bourgogne-franche-comté
ecrille;39270;46.502347659;5.633946941;jura;bourgogne-franche-comté
val d epy;39160;46.389785344;5.397605725;jura;bourgogne-franche-comté
val d epy;39320;46.389785344;5.397605725;jura;bourgogne-franche-comté
l etoile;39570;46.715901208;5.534098399;jura;bourgogne-franche-comté
falletans;39700;47.081906099;5.566900417;jura;bourgogne-franche-comté
fay en montagne;39800;46.753761219;5.71729563;jura;bourgogne-franche-comté
la ferte;39600;46.940273716;5.650059485;jura;bourgogne-franche-comté
fontenu;39130;46.672524779;5.814694447;jura;bourgogne-franche-comté
fraroz;39250;46.728653012;6.095349334;jura;bourgogne-franche-comté
frontenay;39210;46.787924716;5.631315523;jura;bourgogne-franche-comté
gigny;39320;46.454282314;5.471075037;jura;bourgogne-franche-comté
grande riviere chateau;39150;46.528638867;5.909426948;jura;bourgogne-franche-comté
les hays;39120;46.908635733;5.39126767;jura;bourgogne-franche-comté
ivory;39110;46.899110215;5.849311438;jura;bourgogne-franche-comté
larrivoire;39360;46.339008848;5.787878066;jura;bourgogne-franche-comté
lect;39260;46.394732447;5.672467609;jura;bourgogne-franche-comté
valzin en petite montagne;39240;46.431656241;5.585594549;jura;bourgogne-franche-comté
longchaumois;39400;46.463174814;5.963032775;jura;bourgogne-franche-comté
lons le saunier;39000;46.674816281;5.557754161;jura;bourgogne-franche-comté
malange;39700;47.183846224;5.614911678;jura;bourgogne-franche-comté
mantry;39230;46.794726176;5.555211245;jura;bourgogne-franche-comté
marigna sur valouse;39240;46.446461908;5.528323143;jura;bourgogne-franche-comté
marigny;39130;46.679329287;5.777720172;jura;bourgogne-franche-comté
mathenay;39600;46.929764738;5.679439534;jura;bourgogne-franche-comté
mesnois;39130;46.594424045;5.676992017;jura;bourgogne-franche-comté
messia sur sorne;39570;46.663781838;5.515367551;jura;bourgogne-franche-comté
mieges;39250;46.789982519;6.051455026;jura;bourgogne-franche-comté
mieges;39250;46.789982519;6.051455026;jura;bourgogne-franche-comté
mignovillard;39250;46.77774079;6.140716692;jura;bourgogne-franche-comté
moissey;39290;47.188453105;5.532434426;jura;bourgogne-franche-comté
chassal molinges;39360;46.357518899;5.778193947;jura;bourgogne-franche-comté
monnetay;39320;46.457979807;5.511419574;jura;bourgogne-franche-comté
montain;39210;46.72079781;5.577984309;jura;bourgogne-franche-comté
morbier;39400;46.557287203;6.016436172;jura;bourgogne-franche-comté
hauts de bienne;39400;46.514383984;5.995902986;jura;bourgogne-franche-comté
mouchard;39330;46.977657836;5.789685614;jura;bourgogne-franche-comté
moutonne;39270;46.52992345;5.566253083;jura;bourgogne-franche-comté
les trois chateaux;39160;46.419552874;5.35630085;jura;bourgogne-franche-comté
nance;39140;46.748424371;5.422699141;jura;bourgogne-franche-comté
neublans abergement;39120;46.904215976;5.339167367;jura;bourgogne-franche-comté
nozeroy;39250;46.770131675;6.036061654;jura;bourgogne-franche-comté
orgelet;39270;46.519453561;5.598867642;jura;bourgogne-franche-comté
our;39700;47.107219545;5.648897421;jura;bourgogne-franche-comté
le pasquier;39300;46.798222911;5.897069634;jura;bourgogne-franche-comté
patornay;39130;46.587333549;5.709553322;jura;bourgogne-franche-comté
peintre;39290;47.197841354;5.473005162;jura;bourgogne-franche-comté
pimorin;39270;46.496029783;5.500632464;jura;bourgogne-franche-comté
plainoiseau;39210;46.725144633;5.555650076;jura;bourgogne-franche-comté
pont de poitte;39130;46.572002783;5.68755453;jura;bourgogne-franche-comté
pont d hery;39110;46.87660733;5.899130373;jura;bourgogne-franche-comté
pont d hery;39110;46.87660733;5.899130373;jura;bourgogne-franche-comté
presilly;39270;46.557250928;5.581948101;jura;bourgogne-franche-comté
pretin;39110;46.931565447;5.835326207;jura;bourgogne-franche-comté
pupillin;39600;46.87631303;5.751864403;jura;bourgogne-franche-comté
quintigny;39570;46.734446112;5.523936248;jura;bourgogne-franche-comté
rainans;39290;47.157753345;5.473721798;jura;bourgogne-franche-comté
rye;39230;46.880519205;5.425733112;jura;bourgogne-franche-comté
st aubin;39410;47.032617038;5.333128565;jura;bourgogne-franche-comté
st germain en montagne;39300;46.77921262;5.937871342;jura;bourgogne-franche-comté
val suran;39320;46.386313329;5.443105612;jura;bourgogne-franche-comté
st lamain;39230;46.804267629;5.597646331;jura;bourgogne-franche-comté
st laurent en grandvaux;39150;46.56967647;5.962581102;jura;bourgogne-franche-comté
st loup;39120;46.99639813;5.305116218;jura;bourgogne-franche-comté
st pierre;39150;46.568212339;5.903128161;jura;bourgogne-franche-comté
st thiebaud;39110;46.971606636;5.879766021;jura;bourgogne-franche-comté
saizenay;39110;46.967964379;5.9286458920000005;jura;bourgogne-franche-comté
seligney;39120;46.944742626;5.54086847;jura;bourgogne-franche-comté
supt;39300;46.85419612;5.981511174;jura;bourgogne-franche-comté
syam;39300;46.696810431;5.951906666;jura;bourgogne-franche-comté
tavaux;39500;47.037624924;5.402858802;jura;bourgogne-franche-comté
thesy;39110;46.904808449;5.929312164;jura;bourgogne-franche-comté
thoirette coisia;39240;46.291657094;5.518713624;jura;bourgogne-franche-comté
thoirette coisia;39240;46.291657094;5.518713624;jura;bourgogne-franche-comté
vadans;39600;46.938400986;5.70563838;jura;bourgogne-franche-comté
valempoulieres;39300;46.828094158;5.873941085;jura;bourgogne-franche-comté
vannoz;39300;46.773442847;5.912066795;jura;bourgogne-franche-comté
le vaudioux;39300;46.687569019;5.928396074;jura;bourgogne-franche-comté
vaux sur poligny;39800;46.82299081;5.7271541290000005;jura;bourgogne-franche-comté
vernantois;39570;46.627807899;5.578234652;jura;bourgogne-franche-comté
vescles;39240;46.358013539;5.611305625;jura;bourgogne-franche-comté
vevy;39570;46.666549203;5.663880123;jura;bourgogne-franche-comté
villards d heria;39260;46.406275962;5.73542808;jura;bourgogne-franche-comté
villeneuve sous pymont;39570;46.69523902;5.552303453;jura;bourgogne-franche-comté
villers farlay;39600;46.993775096;5.760324831;jura;bourgogne-franche-comté
vincent froideville;39230;46.79367224;5.482371739;jura;bourgogne-franche-comté
voiteur;39210;46.743655872;5.602606518;jura;bourgogne-franche-comté
vriange;39700;47.18360525;5.584358464;jura;bourgogne-franche-comté
ahuy;21121;47.371214576;5.020496119;côte-d'or;bourgogne-franche-comté
aignay le duc;21510;47.671659569;4.751193926;côte-d'or;bourgogne-franche-comté
allerey;21230;47.19024207;4.420607175;côte-d'or;bourgogne-franche-comté
aloxe corton;21420;47.068008045;4.86156952;côte-d'or;bourgogne-franche-comté
antigny la ville;21230;47.101459482;4.559930499;côte-d'or;bourgogne-franche-comté
arceau;21310;47.376096012;5.196336831;côte-d'or;bourgogne-franche-comté
arnay sous vitteaux;21350;47.437236808;4.498765424;côte-d'or;bourgogne-franche-comté
aubaine;21360;47.130283617;4.733758442;côte-d'or;bourgogne-franche-comté
avot;21580;47.616734359;5.007235333;côte-d'or;bourgogne-franche-comté
baulme la roche;21410;47.347733364;4.793730043;côte-d'or;bourgogne-franche-comté
bellenot sous pouilly;21320;47.286821843;4.546193821;côte-d'or;bourgogne-franche-comté
bessey en chaume;21360;47.088015422;4.742875853;côte-d'or;bourgogne-franche-comté
bessey les citeaux;21110;47.145631552;5.147537611;côte-d'or;bourgogne-franche-comté
bissey la cote;21520;47.912010101;4.706966857;côte-d'or;bourgogne-franche-comté
bissey la pierre;21330;47.843100453;4.426207708;côte-d'or;bourgogne-franche-comté
source seine;21690;47.488803885;4.696760719;côte-d'or;bourgogne-franche-comté
bligny les beaune;21200;46.981841328;4.83078393;côte-d'or;bourgogne-franche-comté
bligny sur ouche;21360;47.114906921;4.684266306;côte-d'or;bourgogne-franche-comté
bouix;21330;47.899266371;4.468838468;côte-d'or;bourgogne-franche-comté
brain;21350;47.463090644;4.505321596;côte-d'or;bourgogne-franche-comté
braux;21390;47.410359424;4.418554279;côte-d'or;bourgogne-franche-comté
brianny;21390;47.412152598;4.374237142;côte-d'or;bourgogne-franche-comté
buffon;21500;47.656080482;4.274404797;côte-d'or;bourgogne-franche-comté
cessey sur tille;21110;47.282556445;5.229085175;côte-d'or;bourgogne-franche-comté
chailly sur armancon;21320;47.273253678;4.477709;côte-d'or;bourgogne-franche-comté
chambain;21290;47.79513604;4.918708604;côte-d'or;bourgogne-franche-comté
chamesson;21400;47.783268513;4.541453803;côte-d'or;bourgogne-franche-comté
champ d oiseau;21500;47.554443111;4.347541103;côte-d'or;bourgogne-franche-comté
charmes;21310;47.372195692;5.350008878;côte-d'or;bourgogne-franche-comté
charrey sur saone;21170;47.099107946;5.154042673;côte-d'or;bourgogne-franche-comté
chatillon sur seine;21400;47.858369131;4.591958657;côte-d'or;bourgogne-franche-comté
chaudenay le chateau;21360;47.179758123;4.642522175;côte-d'or;bourgogne-franche-comté
chaugey;21290;47.745545857;4.949646789;côte-d'or;bourgogne-franche-comté
chaumont le bois;21400;47.933853839;4.593057339;côte-d'or;bourgogne-franche-comté
valforet;21220;47.245760939;4.866785936;côte-d'or;bourgogne-franche-comté
clery;21270;47.295734009;5.50123924;côte-d'or;bourgogne-franche-comté
collonges et premieres;21110;47.228638946;5.291997765;côte-d'or;bourgogne-franche-comté
combertault;21200;46.99156924;4.903258281;côte-d'or;bourgogne-franche-comté
comblanchien;21700;47.102585062;4.918586014;côte-d'or;bourgogne-franche-comté
commarin;21320;47.249135548;4.652508683;côte-d'or;bourgogne-franche-comté
corpoyer la chapelle;21150;47.548960885;4.609722066;côte-d'or;bourgogne-franche-comté
courtivron;21120;47.534415573;4.95287413;côte-d'or;bourgogne-franche-comté
crecey sur tille;21120;47.570003665;5.141515403;côte-d'or;bourgogne-franche-comté
curley;21220;47.203708131;4.910342158;côte-d'or;bourgogne-franche-comté
dienay;21120;47.521595466;5.059769608;côte-d'or;bourgogne-franche-comté
dijon;21000;47.322850621;5.037471304;côte-d'or;bourgogne-franche-comté
eguilly;21320;47.301451523;4.500483593;côte-d'or;bourgogne-franche-comté
eringes;21500;47.588539264;4.467532468;côte-d'or;bourgogne-franche-comté
etalante;21510;47.629318672;4.766439896;côte-d'or;bourgogne-franche-comté
etevaux;21270;47.323005489;5.322056752;côte-d'or;bourgogne-franche-comté
etormay;21450;47.597679495;4.581363598;côte-d'or;bourgogne-franche-comté
faverolles les lucey;21290;47.827429144;4.866005642;côte-d'or;bourgogne-franche-comté
flacey;21490;47.434258335;5.135486762;côte-d'or;bourgogne-franche-comté
flavigny sur ozerain;21150;47.509014232;4.518814817;côte-d'or;bourgogne-franche-comté
le val larrey;21140;47.433067236;4.320016084;côte-d'or;bourgogne-franche-comté
fleurey sur ouche;21410;47.300305297;4.863873416;côte-d'or;bourgogne-franche-comté
foncegrive;21260;47.617293647;5.143105989;côte-d'or;bourgogne-franche-comté
gevrey chambertin;21220;47.220053292;4.982552955;côte-d'or;bourgogne-franche-comté
gilly les citeaux;21640;47.17760782;4.997427841;côte-d'or;bourgogne-franche-comté
grancey le chateau neuvelle;21580;47.673623157;5.024479447;côte-d'or;bourgogne-franche-comté
grancey sur ource;21570;47.999372429;4.577357112;côte-d'or;bourgogne-franche-comté
gresigny ste reine;21150;47.551568194;4.496237286;côte-d'or;bourgogne-franche-comté
jouey;21230;47.158291874;4.43763018;côte-d'or;bourgogne-franche-comté
jours les baigneux;21450;47.625090219;4.604121726;côte-d'or;bourgogne-franche-comté
juillenay;21210;47.361757374;4.271783053;côte-d'or;bourgogne-franche-comté
labergement les auxonne;21130;47.159922549;5.379729648;côte-d'or;bourgogne-franche-comté
lamargelle;21440;47.520315127;4.837284317;côte-d'or;bourgogne-franche-comté
lantenay;21370;47.34391981;4.865525397;côte-d'or;bourgogne-franche-comté
laperriere sur saone;21170;47.106852648;5.345970133;côte-d'or;bourgogne-franche-comté
larrey;21330;47.897111685;4.424910489;côte-d'or;bourgogne-franche-comté
longeault pluvault;21110;47.211203965;5.246810478;côte-d'or;bourgogne-franche-comté
lucey;21290;47.852249374;4.862922237;côte-d'or;bourgogne-franche-comté
magny lambert;21450;47.679433815;4.585917585;côte-d'or;bourgogne-franche-comté
magny les aubigny;21170;47.111881596;5.169002847;côte-d'or;bourgogne-franche-comté
maisey le duc;21400;47.845075059;4.675938717;côte-d'or;bourgogne-franche-comté
marcellois;21350;47.348892074;4.6158959710000005;côte-d'or;bourgogne-franche-comté
marigny les reullee;21200;47.008430095;4.95773717;côte-d'or;bourgogne-franche-comté
mavilly mandelot;21190;47.060963164;4.730776438;côte-d'or;bourgogne-franche-comté
merceuil;21190;46.953949309;4.848345096;côte-d'or;bourgogne-franche-comté
millery;21140;47.513640521;4.317826038;côte-d'or;bourgogne-franche-comté
moitron;21510;47.681931213;4.808446076;côte-d'or;bourgogne-franche-comté
montagny les beaune;21200;46.985757587;4.853444653;côte-d'or;bourgogne-franche-comté
montigny mornay villeneuve vingeanne;21610;47.568488741;5.450612855;côte-d'or;bourgogne-franche-comté
montigny mornay villeneuve vingeanne;21610;47.568488741;5.450612855;côte-d'or;bourgogne-franche-comté
montlay en auxois;21210;47.331568537;4.267753395;côte-d'or;bourgogne-franche-comté
montoillot;21540;47.27226081;4.657937913;côte-d'or;bourgogne-franche-comté
mont st jean;21320;47.28565988;4.411433989;côte-d'or;bourgogne-franche-comté
moutiers st jean;21500;47.562129289;4.225073082;côte-d'or;bourgogne-franche-comté
neuilly crimolois;21800;47.273535518;5.112727427;côte-d'or;bourgogne-franche-comté
nod sur seine;21400;47.77285353;4.59824463;côte-d'or;bourgogne-franche-comté
noiron sous gevrey;21910;47.188864915;5.08508035;côte-d'or;bourgogne-franche-comté
nuits st georges;21700;47.14659194;4.938547235;côte-d'or;bourgogne-franche-comté
orgeux;21490;47.364558205;5.15151447;côte-d'or;bourgogne-franche-comté
orret;21450;47.60887188;4.701250579;côte-d'or;bourgogne-franche-comté
orville;21260;47.560887274;5.217741354;côte-d'or;bourgogne-franche-comté
pasques;21370;47.377799819;4.851793;côte-d'or;bourgogne-franche-comté
poiseul les saulx;21120;47.577930533;4.98200027;côte-d'or;bourgogne-franche-comté
pontailler sur saone;21270;47.30183098;5.412855754;côte-d'or;bourgogne-franche-comté
pont et massene;21140;47.469033929;4.358028888;côte-d'or;bourgogne-franche-comté
posanges;21350;47.421600843;4.526209252;côte-d'or;bourgogne-franche-comté
pouillenay;21150;47.503297238;4.460638979;côte-d'or;bourgogne-franche-comté
precy sous thil;21390;47.401240858;4.3167685;côte-d'or;bourgogne-franche-comté
puligny montrachet;21190;46.947091788;4.759109401;côte-d'or;bourgogne-franche-comté
remilly en montagne;21540;47.290328508;4.729283169;côte-d'or;bourgogne-franche-comté
reulle vergy;21220;47.188519649;4.8964774040000005;côte-d'or;bourgogne-franche-comté
riel les eaux;21570;47.98893583;4.680413288;côte-d'or;bourgogne-franche-comté
la roche en brenil;21530;47.381808962;4.171292015;côte-d'or;bourgogne-franche-comté
saffres;21350;47.366544356;4.580822499;côte-d'or;bourgogne-franche-comté
st germain le rocheux;21510;47.755701686;4.66250177;côte-d'or;bourgogne-franche-comté
